"","borough","year","leader","clerk","control","seats.labour","seats.other","seats.tory","seats.libdem","plabour","clabour"
"804","Havering",1997,"Wilf Mills","Harold Tinworth","No Overall ControlRes/Con minority coalition",28,21,12,2,0.444444444444444,0
"805","Havering",1998,"Ray Harris","Harold Tinworth","No Overall Control",30,16,14,3,0.476190476190476,0
"806","Havering",1999,"Ray Harris","Harold Tinworth","No Overall Control",31,16,13,3,0.492063492063492,0
"807","Havering",2000,"Ray Harris","Harold Tinworth","No Overall Control",31,16,13,3,0.492063492063492,0
"808","Havering",2001,"Ray Harris","Harold Tinworth","No Overall Control",31,16,13,3,0.492063492063492,0
"809","Havering",2002,"Eric Munday","Harold Tinworth","No Overall Control",9,18,26,1,0.166666666666667,0
"810","Havering",2003,"Eric Munday","Stephen Evans","No Overall Control",10,17,26,1,0.185185185185185,0
"811","Havering",2004,"Michael White","Stephen Evans","No Overall Control",11,17,26,0,0.203703703703704,0
"812","Havering",2005,"Michael White","Stephen Evans","No Overall Control",11,17,26,0,0.203703703703704,0
"813","Havering",2006,"Michael White","Stephen Evans","Conservative",2,17,34,1,0.037037037037037,0
"814","Havering",2007,"Michael White","Cheryl Coppell","Conservative",2,18,33,1,0.037037037037037,0
"815","Havering",2008,"Michael White","Cheryl Coppell","Conservative",2,18,33,1,0.037037037037037,0
"816","Havering",2009,"Michael White","Cheryl Coppell","Conservative",2,18,33,1,0.037037037037037,0
"817","Havering",2010,"Michael White","Cheryl Coppell","Conservative",5,16,33,0,0.0925925925925926,0
"818","Havering",2011,"Michael White","Cheryl Coppell","Conservative",5,16,33,0,0.0925925925925926,0
"819","Havering",2012,"Michael White","Cheryl Coppell","Conservative",5,16,33,0,0.0925925925925926,0
"820","Havering",2013,"Michael White","Cheryl Coppell","Conservative",5,17,32,0,0.0925925925925926,0
"821","Havering",2014,"Roger Ramsey","Cheryl Coppell","No Overall Control",1,31,22,0,0.0185185185185185,0
"822","Havering",2015,"Roger Ramsey","Cheryl Coppell","Conservative",1,7,22,0,0.0333333333333333,0
"823","Havering",2016,"Roger Ramsey","Andrew Blake-Herbert","Conservative",2,6,22,0,0.0666666666666667,0
"824","Havering",2017,"Roger Ramsey","Andrew Blake-Herbert","No Overall Control",2,30,22,0,0.037037037037037,0
"825","Havering",2018,"Damian White","Andrew Blake-Herbert","No Overall Control",5,24,25,0,0.0925925925925926,0
"826","Hillingdon",1964,"Unknown","George Hooper","Labour",36,0,24,0,0.6,1
"827","Hillingdon",1965,"Alfred Beck","George Hooper","Labour",36,0,24,0,0.6,1
"828","Hillingdon",1966,"Alfred Beck","George Hooper","Labour",36,0,24,0,0.6,1
"829","Hillingdon",1967,"Alfred Beck","George Hooper","Labour",36,0,24,0,0.6,1
"830","Hillingdon",1968,"W Darrell Charles","George Hooper","Conservative",0,0,60,0,0,0
"831","Hillingdon",1969,"W Darrell Charles","George Hooper","Conservative",0,0,60,0,0,0
"832","Hillingdon",1970,"W Darrell Charles","George Hooper","Conservative",0,0,60,0,0,0
"833","Hillingdon",1971,"Alfred Beck","George Hooper","Labour",36,0,24,0,0.6,1
"834","Hillingdon",1972,"Alfred Beck","George Hooper","Labour",36,0,24,0,0.6,1
"835","Hillingdon",1973,"John Bartlett","George Hooper","Labour",36,0,24,0,0.6,1
"836","Hillingdon",1974,"John Bartlett","George Hooper","Labour",32,0,28,0,0.533333333333333,1
"837","Hillingdon",1975,"John Bartlett","George Hooper","Labour",32,0,28,0,0.533333333333333,1
"838","Hillingdon",1976,"John Bartlett","George Hooper","Labour",32,0,28,0,0.533333333333333,1
"839","Hillingdon",1977,"John Bartlett","George Hooper","Labour",32,0,28,0,0.533333333333333,1
"840","Hillingdon",1978,"John Watts","George Hooper","Conservative",14,0,55,0,0.202898550724638,0
"841","Hillingdon",1979,"John Watts","George Hooper","Conservative",14,0,55,0,0.202898550724638,0
"842","Hillingdon",1980,"John Watts","George Hooper","Conservative",14,0,55,0,0.202898550724638,0
"843","Hillingdon",1981,"John Watts","George Hooper","Conservative",14,0,55,0,0.202898550724638,0
"844","Hillingdon",1982,"John Watts","Paul Johnson","Conservative",10,0,57,2,0.144927536231884,0
"845","Hillingdon",1983,"John Watts","Paul Johnson","Conservative",10,0,57,2,0.144927536231884,0
"846","Hillingdon",1984,"Norman Hawkins","Paul Johnson","Conservative",10,0,57,2,0.144927536231884,0
"847","Hillingdon",1985,"Norman Hawkins","Paul Johnson","Conservative",10,0,57,2,0.144927536231884,0
"848","Hillingdon",1986,"No Leader","Paul Johnson","Labour",34,0,28,7,0.492753623188406,1
"849","Hillingdon",1987,"No Leader","Paul Johnson","No Overall Control",34,0,28,7,0.492753623188406,0
"850","Hillingdon",1988,"No Leader","Paul Johnson","No Overall Control",34,0,28,7,0.492753623188406,0
"851","Hillingdon",1989,"No Leader","Paul Johnson","No Overall Control",34,0,28,7,0.492753623188406,0
"852","Hillingdon",1990,"Andrew Boff","Paul Johnson","Conservative",34,0,35,0,0.492753623188406,0
"853","Hillingdon",1991,"Andrew Boff","Paul Johnson","Conservative",34,0,35,0,0.492753623188406,0
"854","Hillingdon",1992,"Richard Barnes","Chris Rippingdale","Conservative",34,0,35,0,0.492753623188406,0
"855","Hillingdon",1993,"Richard Barnes","Chris Rippingdale","No Overall Control",34,1,34,0,0.492753623188406,0
"856","Hillingdon",1994,"Chris Rogers","Chris Rippingdale","Labour",43,1,25,0,0.623188405797101,1
"857","Hillingdon",1995,"Chris Rogers","Chris Rippingdale","Labour",43,1,25,0,0.623188405797101,1
"858","Hillingdon",1996,"Chris Rogers","Chris Rippingdale","Labour",41,3,25,0,0.594202898550725,1
"859","Hillingdon",1997,"Paul Harmsworth","Glenys Andrews","Labour",39,4,25,0,0.573529411764706,1
"860","Hillingdon",1998,"Richard BarnesGroup Leaders
Richard Barnes (CON)
Graham Tomlin (LAB)
Steve Carey (LIB DEM)","Dorian Leatham","No Overall Control",32,0,33,4,0.463768115942029,0
"861","Hillingdon",1999,"Richard BarnesGroup Leaders
Richard Barnes (CON)
Graham Tomlin (LAB)
Steve Carey (LIB DEM)","Dorian Leatham","No Overall Control",32,0,33,4,0.463768115942029,0
"862","Hillingdon",2000,"Ray Puddifoot","Dorian Leatham","No Overall Control",32,0,33,4,0.463768115942029,0
"863","Hillingdon",2001,"Ray Puddifoot","Dorian Leatham","No Overall Control",32,0,33,4,0.463768115942029,0
"864","Hillingdon",2002,"Ray Puddifoot","Dorian Leatham","No Overall Control",27,0,31,7,0.415384615384615,0
"865","Hillingdon",2003,"Ray Puddifoot","Dorian Leatham","No Overall Control",27,0,31,7,0.415384615384615,0
"866","Hillingdon",2004,"Ray Puddifoot","Dorian Leatham","No Overall Control",27,0,30,8,0.415384615384615,0
"867","Hillingdon",2005,"Ray Puddifoot","Dorian Leatham","No Overall Control",27,0,30,8,0.415384615384615,0
"868","Hillingdon",2006,"Ray Puddifoot","Hugh Dunnachie","Conservative",18,0,45,2,0.276923076923077,0
"869","Hillingdon",2007,"Ray Puddifoot","Hugh Dunnachie","Conservative",18,0,45,2,0.276923076923077,0
"870","Hillingdon",2008,"Ray Puddifoot","Hugh Dunnachie","Conservative",18,3,42,2,0.276923076923077,0
"871","Hillingdon",2009,"Ray Puddifoot","Hugh Dunnachie","Conservative",18,1,44,2,0.276923076923077,0
"872","Hillingdon",2010,"Ray Puddifoot","Hugh Dunnachie","Conservative",19,0,46,0,0.292307692307692,0
"873","Hillingdon",2011,"Ray Puddifoot","Hugh Dunnachie","Conservative",18,1,46,0,0.276923076923077,0
"874","Hillingdon",2012,"Ray Puddifoot","Fran Beasley","Conservative",19,0,46,0,0.292307692307692,0
"875","Hillingdon",2013,"Ray Puddifoot","Fran Beasley","Conservative",19,0,46,0,0.292307692307692,0
"876","Hillingdon",2014,"Ray Puddifoot","Fran Beasley","Conservative",23,0,42,0,0.353846153846154,0
"877","Hillingdon",2015,"Ray Puddifoot","Fran Beasley","Conservative",23,0,42,0,0.353846153846154,0
"878","Hillingdon",2016,"Ray Puddifoot","Fran Beasley","Conservative",23,0,42,0,0.353846153846154,0
"879","Hillingdon",2017,"Ray Puddifoot","Fran Beasley","Conservative",23,0,42,0,0.353846153846154,0
"880","Hillingdon",2018,"Ray Puddifoot","Fran Beasley","Conservative",21,0,44,0,0.323076923076923,0
"881","Hounslow",1964,"Alf King","D Mathieson","Labour",48,0,12,0,0.8,1
"882","Hounslow",1965,"Alf King","D Mathieson","Labour",48,0,12,0,0.8,1
"883","Hounslow",1966,"Alf King","D Mathieson","Labour",48,0,12,0,0.8,1
"884","Hounslow",1967,"Alf King","D Mathieson","Labour",48,0,12,0,0.8,1
"885","Hounslow",1968,"DCL Usher","D Mathieson","Conservative",7,0,53,0,0.116666666666667,0
"886","Hounslow",1969,"DCL Usher","D Mathieson","Conservative",7,0,53,0,0.116666666666667,0
"887","Hounslow",1970,"DCL Usher","D Mathieson","Conservative",7,0,53,0,0.116666666666667,0
"888","Hounslow",1971,"Alf King","D Mathieson","Labour",47,0,13,0,0.783333333333333,1
"889","Hounslow",1972,"Alf King","D Mathieson","Labour",47,0,13,0,0.783333333333333,1
"890","Hounslow",1973,"Alf King","D Mathieson","Labour",47,0,13,0,0.783333333333333,1
"891","Hounslow",1974,"Alf King","Brian AlgarInterim","Labour",37,0,23,0,0.616666666666667,1
"892","Hounslow",1975,"Alf King","Roger Jefferies","Labour",37,0,23,0,0.616666666666667,1
"893","Hounslow",1976,"Alf King","Roger Jefferies","Labour",37,0,23,0,0.616666666666667,1
"894","Hounslow",1977,"Alf King","Roger Jefferies","Labour",37,0,23,0,0.616666666666667,1
"895","Hounslow",1978,"Alf King","Roger Jefferies","Labour",36,0,24,0,0.6,1
"896","Hounslow",1979,"Alf King","Roger Jefferies","Labour",36,0,24,0,0.6,1
"897","Hounslow",1980,"Alf King","Roger Jefferies","Labour",36,0,24,0,0.6,1
"898","Hounslow",1981,"Alf King","Roger Jefferies","Labour",36,0,24,0,0.6,1
"899","Hounslow",1982,"Alf King","Roger Jefferies","Labour",33,0,27,0,0.55,1
"900","Hounslow",1983,"Alf King","Roger Jefferies","Labour",33,0,27,0,0.55,1
"901","Hounslow",1984,"Alf King","Roger Jefferies","Labour",33,0,27,0,0.55,1
"902","Hounslow",1985,"Alf King","Roger Jefferies","Labour",33,0,27,0,0.55,1
"903","Hounslow",1986,"John Grigg","Roger Jefferies","Labour",40,0,17,3,0.666666666666667,1
"904","Hounslow",1987,"David Wetzel","Roger Jefferies","Labour",40,0,17,3,0.666666666666667,1
"905","Hounslow",1988,"David Wetzel","Roger Jefferies","Labour",40,0,17,3,0.666666666666667,1
"906","Hounslow",1989,"David Wetzel","Roger Jefferies","Labour",40,0,17,3,0.666666666666667,1
"907","Hounslow",1990,"David Wetzel","Roger Jefferies","Labour",44,0,15,1,0.733333333333333,1
"908","Hounslow",1991,"John Chatt","Roger Jefferies","Labour",44,0,15,1,0.733333333333333,1
"909","Hounslow",1992,"John Chatt","Bob Kerslake","Labour",44,0,15,1,0.733333333333333,1
"910","Hounslow",1993,"John Chatt","Bob Kerslake","Labour",44,0,15,1,0.733333333333333,1
"911","Hounslow",1994,"John Chatt","Bob Kerslake","Labour",49,0,6,5,0.816666666666667,1
"912","Hounslow",1995,"John Chatt","Bob Kerslake","Labour",49,0,6,5,0.816666666666667,1
"913","Hounslow",1996,"John Chatt","Bob Kerslake","Labour",50,0,6,4,0.833333333333333,1
"914","Hounslow",1997,"John Chatt","Derek Myers","Labour",50,0,6,4,0.833333333333333,1
"915","Hounslow",1998,"John Chatt","Derek Myers","Labour",44,1,11,4,0.733333333333333,1
"916","Hounslow",1999,"John Connelly","Derek Myers","Labour",44,1,11,4,0.733333333333333,1
"917","Hounslow",2000,"John Connelly","Chris Langstaff","Labour",44,1,11,4,0.733333333333333,1
"918","Hounslow",2001,"John Connelly","Mark Gilks","Labour",43,1,11,5,0.716666666666667,1
"919","Hounslow",2002,"John Chatt","Mark Gilks","Labour",36,3,15,5,0.610169491525424,1
"920","Hounslow",2003,"John Chatt","Mark Gilks","Labour",37,4,14,5,0.616666666666667,1
"921","Hounslow",2004,"Colin Ellar","Mark Gilks","Labour",36,5,14,5,0.6,1
"922","Hounslow",2005,"Colin Ellar","Mark Gilks","Labour",36,6,13,5,0.6,1
"923","Hounslow",2006,"Peter Thompson","Mark Gilks","No Overall ControlCoalition of Conservatives and Community Group",24,8,23,5,0.4,0
"924","Hounslow",2007,"Peter Thompson","Mark Gilks","No Overall ControlCoalition of Conservatives and Community Group",24,10,22,4,0.4,0
"925","Hounslow",2008,"Peter Thompson","Mark Gilks","No Overall ControlCoalition of Conservatives and Community Group",24,10,22,4,0.4,0
"926","Hounslow",2009,"Peter Thompson","Mark Gilks","No Overall ControlCoalition of Conservatives and Community Group",24,9,24,3,0.4,0
"927","Hounslow",2010,"Jagdish Sharma","Michael Frater","Labour",35,0,25,0,0.583333333333333,1
"928","Hounslow",2011,"Jagdish Sharma","Mary Harpley","Labour",35,0,25,0,0.583333333333333,1
"929","Hounslow",2012,"Jagdish Sharma","Mary Harpley","Labour",35,0,25,0,0.583333333333333,1
"930","Hounslow",2013,"Jagdish Sharma","Mary Harpley","Labour",35,0,25,0,0.583333333333333,1
"931","Hounslow",2014,"Steve Curran","Mary Harpley","Labour",49,0,11,0,0.816666666666667,1
"932","Hounslow",2015,"Steve Curran","Mary Harpley","Labour",49,0,11,0,0.816666666666667,1
"933","Hounslow",2016,"Steve Curran","Mary Harpley","Labour",49,0,11,0,0.816666666666667,1
"934","Hounslow",2017,"Steve Curran","Mary Harpley","Labour",46,4,10,0,0.766666666666667,1
"935","Hounslow",2018,"Steve Curran","Niall Bolger","Labour",51,0,9,0,0.85,1
"936","Islington",1964,"David Gwyn Jones","FL Croft","Labour",60,0,0,0,1,1
"937","Islington",1965,"David Gwyn Jones","FL Croft","Labour",60,0,0,0,1,1
"938","Islington",1966,"David Gwyn Jones","FL Croft","Labour",60,0,0,0,1,1
"939","Islington",1967,"David Gwyn Jones","FL Croft","Labour",60,0,0,0,1,1
"940","Islington",1968,"Michael Morris","FL Croft","Conservative",10,3,47,0,0.166666666666667,0
"941","Islington",1969,"Michael Morris","FL Croft","Conservative",10,3,47,0,0.166666666666667,0
"942","Islington",1970,"Michael Morris","FL Croft","Conservative",10,3,47,0,0.166666666666667,0
"943","Islington",1971,"David Gwyn Jones","FL Croft","Labour",60,0,0,0,1,1
"944","Islington",1972,"Gerry Southgate","HM Dewing","Labour",60,0,0,0,1,1
"945","Islington",1973,"Gerry Southgate","HM Dewing","Labour",60,0,0,0,1,1
"946","Islington",1974,"Gerry Southgate","HM Dewing","Labour",60,0,0,0,1,1
"947","Islington",1975,"Gerry Southgate","HM Dewing","Labour",60,0,0,0,1,1
"948","Islington",1976,"Gerry Southgate","HM Dewing","Labour",60,0,0,0,1,1
"949","Islington",1977,"Gerry Southgate","HM Dewing","Labour",60,0,0,0,1,1
"950","Islington",1978,"Gerry Southgate","HM Dewing","Labour",50,0,2,0,0.961538461538462,1
"951","Islington",1979,"Gerry Southgate","HM Dewing","Labour",50,0,2,0,0.961538461538462,1
"952","Islington",1980,"Gerry Southgate","HM Dewing","Labour",50,0,2,0,0.961538461538462,1
"953","Islington",1981,"Gerry Southgate","HM Dewing","Labour",50,0,2,0,0.961538461538462,1
"954","Islington",1982,"Margaret Hodge","HM Dewing","Labour",51,0,0,1,0.980769230769231,1
"955","Islington",1983,"Margaret Hodge","HM Dewing","Labour",51,0,0,1,0.980769230769231,1
"956","Islington",1984,"Margaret Hodge","Eric Dear","Labour",51,0,0,1,0.980769230769231,1
"957","Islington",1985,"Margaret Hodge","Eric Dear","Labour",51,0,0,1,0.980769230769231,1
"958","Islington",1986,"Margaret Hodge","Eric Dear","Labour",36,0,0,16,0.692307692307692,1
"959","Islington",1987,"Margaret Hodge","Eric Dear","Labour",36,0,0,16,0.692307692307692,1
"960","Islington",1988,"Margaret Hodge","Eric Dear","Labour",36,0,0,16,0.692307692307692,1
"961","Islington",1989,"Margaret Hodge","Eric Dear","Labour",36,0,0,16,0.692307692307692,1
"962","Islington",1990,"Margaret Hodge","Eric Dear","Labour",49,1,0,2,0.942307692307692,1
"963","Islington",1991,"Margaret Hodge","Eric Dear","Labour",49,0,0,3,0.942307692307692,1
"964","Islington",1992,"Derek Sawyer","Eric Dear","Labour",49,0,0,3,0.942307692307692,1
"965","Islington",1993,"Derek Sawyer","Eric Dear","Labour",47,0,1,4,0.903846153846154,1
"966","Islington",1994,"Alan Clinton","Eric Dear","Labour",39,0,1,12,0.75,1
"967","Islington",1995,"Alan Clinton","Eric Dear","Labour",39,0,1,12,0.75,1
"968","Islington",1996,"Alan Clinton","Leisha Fullick","Labour",37,1,1,13,0.711538461538462,1
"969","Islington",1997,"Derek Sawyer","Leisha Fullick","Labour",35,2,1,14,0.673076923076923,1
"970","Islington",1998,"Derek Sawyer","Leisha Fullick","No Overall ControlLabour Leader",26,0,0,26,0.5,0
"971","Islington",1999,"Derek Sawyer","Leisha Fullick","No Overall ControlLabour Leader",26,0,0,26,0.5,0
"972","Islington",2000,"Derek Sawyer","Leisha Fullick","No Overall ControlLib Dem Leader",26,0,0,26,0.5,0
"973","Islington",2001,"Derek Sawyer","Leisha Fullick","Liberal Democrat",25,0,0,27,0.480769230769231,0
"974","Islington",2002,"Steve Hitchins","Helen Bailey","Liberal Democrat",10,0,0,38,0.208333333333333,0
"975","Islington",2003,"Steve Hitchins","Helen Bailey","Liberal Democrat",10,2,0,36,0.208333333333333,0
"976","Islington",2004,"Steve Hitchins","Helen Bailey","Liberal Democrat",10,2,0,36,0.208333333333333,0
"977","Islington",2005,"Steve Hitchins","Helen Bailey","Liberal Democrat",11,2,0,35,0.229166666666667,0
"978","Islington",2006,"James Kempton","Helen Bailey","No Overall ControlMinority Lib Dem administration",23,1,0,24,0.479166666666667,0
"979","Islington",2007,"James Kempton","Helen Bailey","No Overall ControlMinority Lib Dem administration",23,1,0,24,0.479166666666667,0
"980","Islington",2008,"James Kempton","John Foster","No Overall ControlMinority Lib Dem administration",23,1,0,24,0.479166666666667,0
"981","Islington",2009,"Terry Stacy","John Foster","No Overall Control",23,2,0,23,0.479166666666667,0
"982","Islington",2010,"Catherine West","John Foster","Labour",35,0,0,13,0.729166666666667,1
"983","Islington",2011,"Catherine West","Lesley Seary","Labour",35,0,0,13,0.729166666666667,1
"984","Islington",2012,"Catherine West","Lesley Seary","Labour",35,1,0,12,0.729166666666667,1
"985","Islington",2013,"Catherine West","Lesley Seary","Labour",36,1,0,11,0.75,1
"986","Islington",2014,"Richard Watts","Lesley Seary","Labour",47,1,0,0,0.979166666666667,1
"987","Islington",2015,"Richard Watts","Lesley Seary","Labour",47,1,0,0,0.979166666666667,1
"988","Islington",2016,"Richard Watts","Lesley Seary","Labour",47,1,0,0,0.979166666666667,1
"989","Islington",2017,"Richard Watts","Lesley Seary","Labour",47,1,0,0,0.979166666666667,1
"990","Islington",2018,"Richard Watts","Linzi Roberts-Egan","Labour",47,1,0,0,0.979166666666667,1
"991","Kensington and Chelsea",1964,"Anslow Wilson","J Waring Sainsbury","Conservative",14,0,46,0,0.233333333333333,0
"992","Kensington and Chelsea",1965,"Anslow Wilson","J Waring Sainsbury","Conservative",14,0,46,0,0.233333333333333,0
"993","Kensington and Chelsea",1966,"Anslow Wilson","J Waring Sainsbury","Conservative",14,0,46,0,0.233333333333333,0
"994","Kensington and Chelsea",1967,"Anslow Wilson","J Waring Sainsbury","Conservative",14,0,46,0,0.233333333333333,0
"995","Kensington and Chelsea",1968,"Malby Crofton","LE Holmes","Conservative",3,0,57,0,0.05,0
"996","Kensington and Chelsea",1969,"Malby Crofton","LE Holmes","Conservative",3,0,57,0,0.05,0
"997","Kensington and Chelsea",1970,"Malby Crofton","LE Holmes","Conservative",3,0,57,0,0.05,0
"998","Kensington and Chelsea",1971,"Malby Crofton","LE Holmes","Conservative",21,0,39,0,0.35,0
"999","Kensington and Chelsea",1972,"Malby Crofton","LE Holmes","Conservative",21,0,39,0,0.35,0
"1000","Kensington and Chelsea",1973,"Malby Crofton","LE Holmes","Conservative",21,0,39,0,0.35,0
"1001","Kensington and Chelsea",1974,"Malby Crofton","LE Holmes","Conservative",16,0,45,0,0.262295081967213,0
"1002","Kensington and Chelsea",1975,"Malby Crofton","R Stillwell","Conservative",16,0,45,0,0.262295081967213,0
"1003","Kensington and Chelsea",1976,"Malby Crofton","R Stillwell","Conservative",16,0,45,0,0.262295081967213,0
"1004","Kensington and Chelsea",1977,"Malby Crofton","R Stillwell","Conservative",16,0,45,0,0.262295081967213,0
"1005","Kensington and Chelsea",1978,"Nicholas Freeman","R Stillwell","Conservative",13,2,39,0,0.240740740740741,0
"1006","Kensington and Chelsea",1979,"Nicholas Freeman","RS Webber","Conservative",13,2,39,0,0.240740740740741,0
"1007","Kensington and Chelsea",1980,"Nicholas Freeman","RS Webber","Conservative",13,2,39,0,0.240740740740741,0
"1008","Kensington and Chelsea",1981,"Nicholas Freeman","RS Webber","Conservative",13,2,39,0,0.240740740740741,0
"1009","Kensington and Chelsea",1982,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1010","Kensington and Chelsea",1983,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1011","Kensington and Chelsea",1984,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1012","Kensington and Chelsea",1985,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1013","Kensington and Chelsea",1986,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1014","Kensington and Chelsea",1987,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1015","Kensington and Chelsea",1988,"Nicholas Freeman","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1016","Kensington and Chelsea",1989,"Joan Hanham","RS Webber","Conservative",15,0,39,0,0.277777777777778,0
"1017","Kensington and Chelsea",1990,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1018","Kensington and Chelsea",1991,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1019","Kensington and Chelsea",1992,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1020","Kensington and Chelsea",1993,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1021","Kensington and Chelsea",1994,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1022","Kensington and Chelsea",1995,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1023","Kensington and Chelsea",1996,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1024","Kensington and Chelsea",1997,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1025","Kensington and Chelsea",1998,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1026","Kensington and Chelsea",1999,"Joan Hanham","Alan Taylor","Conservative",15,0,39,0,0.277777777777778,0
"1027","Kensington and Chelsea",2000,"Merrick Cockell","Derek Myers","Conservative",15,0,39,0,0.277777777777778,0
"1028","Kensington and Chelsea",2001,"Merrick Cockell","Derek Myers","Conservative",15,0,39,0,0.277777777777778,0
"1029","Kensington and Chelsea",2002,"Merrick Cockell","Derek Myers","Conservative",12,0,42,0,0.222222222222222,0
"1030","Kensington and Chelsea",2003,"Merrick Cockell","Derek Myers","Conservative",12,0,41,1,0.222222222222222,0
"1031","Kensington and Chelsea",2004,"Merrick Cockell","Derek Myers","Conservative",12,0,41,1,0.222222222222222,0
"1032","Kensington and Chelsea",2005,"Merrick Cockell","Derek Myers","Conservative",12,0,41,1,0.222222222222222,0
"1033","Kensington and Chelsea",2006,"Merrick Cockell","Derek Myers","Conservative",9,0,45,0,0.166666666666667,0
"1034","Kensington and Chelsea",2007,"Merrick Cockell","Derek Myers","Conservative",9,0,45,0,0.166666666666667,0
"1035","Kensington and Chelsea",2008,"Merrick Cockell","Derek Myers","Conservative",9,0,45,0,0.166666666666667,0
"1036","Kensington and Chelsea",2009,"Merrick Cockell","Derek Myers","Conservative",8,0,45,1,0.148148148148148,0
"1037","Kensington and Chelsea",2010,"Merrick Cockell","Derek Myers","Conservative",9,2,41,2,0.166666666666667,0
"1038","Kensington and Chelsea",2011,"Merrick Cockell","Derek Myers","Conservative",9,0,42,3,0.166666666666667,0
"1039","Kensington and Chelsea",2012,"Merrick Cockell","Derek Myers","Conservative",9,0,42,3,0.166666666666667,0
"1040","Kensington and Chelsea",2013,"Nicholas Paget-Brown","Nicholas Holgate","Conservative",9,0,42,3,0.166666666666667,0
"1041","Kensington and Chelsea",2014,"Nicholas Paget-Brown","Nicholas Holgate","Conservative",12,0,37,1,0.24,0
"1042","Kensington and Chelsea",2015,"Nicholas Paget-Brown","Nicholas Holgate","Conservative",12,0,37,1,0.24,0
"1043","Kensington and Chelsea",2016,"Nicholas Paget-Brown","Nicholas Holgate","Conservative",12,0,37,1,0.24,0
"1044","Kensington and Chelsea",2017,"Elizabeth Campbell","Barry Quirk","Conservative",11,0,37,2,0.22,0
"1045","Kensington and Chelsea",2018,"Elizabeth Campbell","Barry Quirk","Conservative",13,0,36,1,0.26,0
"1046","Kingston upon Thames",1964,"Unknown","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1047","Kingston upon Thames",1965,"Unknown","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1048","Kingston upon Thames",1966,"Unknown","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1049","Kingston upon Thames",1967,"Unknown","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1050","Kingston upon Thames",1968,"Unknown","J Noel Martin","Conservative",1,0,59,0,0.0166666666666667,0
"1051","Kingston upon Thames",1969,"Unknown","J Noel Martin","Conservative",1,0,59,0,0.0166666666666667,0
"1052","Kingston upon Thames",1970,"Unknown","J Noel Martin","Conservative",1,0,59,0,0.0166666666666667,0
"1053","Kingston upon Thames",1971,"Unknown","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1054","Kingston upon Thames",1972,"CM Cotton","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1055","Kingston upon Thames",1973,"CM Cotton","J Noel Martin","Conservative",20,0,40,0,0.333333333333333,0
"1056","Kingston upon Thames",1974,"Mike Knowles","J Bishop","Conservative",15,0,39,6,0.25,0
"1057","Kingston upon Thames",1975,"Mike Knowles","J Bishop","Conservative",15,0,39,6,0.25,0
"1058","Kingston upon Thames",1976,"Mike Knowles","J Bishop","Conservative",15,0,39,6,0.25,0
"1059","Kingston upon Thames",1977,"Mike Knowles","John Ashbourne","Conservative",15,0,39,6,0.25,0
"1060","Kingston upon Thames",1978,"Mike Knowles","John Ashbourne","Conservative",6,0,44,0,0.12,0
"1061","Kingston upon Thames",1979,"Mike Knowles","John Ashbourne","Conservative",6,0,44,0,0.12,0
"1062","Kingston upon Thames",1980,"Mike Knowles","R Tarr","Conservative",6,0,44,0,0.12,0
"1063","Kingston upon Thames",1981,"Mike Knowles","R Tarr","Conservative",6,0,44,0,0.12,0
"1064","Kingston upon Thames",1982,"Mike Knowles","George Hollis","Conservative",3,0,40,7,0.06,0
"1065","Kingston upon Thames",1983,"David Edwards","George Hollis","Conservative",3,0,40,7,0.06,0
"1066","Kingston upon Thames",1984,"David Edwards","George Hollis","Conservative",3,0,40,7,0.06,0
"1067","Kingston upon Thames",1985,"Frank Hartfree","George Hollis","Conservative",3,0,40,7,0.06,0
"1068","Kingston upon Thames",1986,"Chris Nicholson","George Hollis","Conservative",4,0,24,22,0.08,0
